English,Bengali
Tom continued speaking.,টম কথা বলতে থাকলো।
Tom hardly ever laughs.,টম খুব কম হাসে।
Tom has won many races.,টম অনেক দৌড় জিতেছে।
Tom is a very tall boy.,টম খুব লম্বা ছেলে।
Tom is good at cooking.,টম খুব ভালো রান্না করতে পারে।
Tom is still at school.,টম এখনো ইস্কুলে।
Tom is still in Boston.,টম এখনো বস্টনে রয়েছে।
Tom is still in prison.,টম এখনো গারদে।
Tom knows me very well.,টম আমাকে খুব ভালোভাবে চেনে।
Tom made three changes.,টম তিনটে পরিবর্তন করলো।
Tom never eats spinach.,টম কখনই শাক খায় না।
Tom read lots of books.,টম প্রচুর বই পড়ে।
Tom rolled over in bed.,টম বিছানায় পাশ ফিরে শুলো।
Tom sent Mary a letter.,টম মেরিকে একটা চিঠি পাঠালো।
Tom slept on the train.,টম ট্রেনে ঘুমালো।
Tom squeezed the lemon.,টম পাতিলেবুটাকে চিপরালো।
Tom told me that today.,টম আমাকে সেটা আজকে বললো।
We can finish it later.,আমরা এটা পরেও শেষ করতে পারি।
We like playing soccer.,আমরা ফুটবল খেলা পছন্দ করি।
We write our own songs.,আমরা আমাদের নিজেদের গান লিখি।
We'll be at home today.,আমরা আজ বাড়িতেই থাকব।
We're going to eat now.,আমরা এখন খেতে যাবো।
What actually happened?,ঠিক কী হয়েছিলো?
What is my room number?,আমার রুম নম্বর কত?
What time did Tom call?,টম কটার সময় ফোন করেছিল?
What time does it open?,এটা কটার সময় খোলে?
Where can I buy stamps?,আমি স্ট্যাম্প কোথা থেকে কিনতে পারব?
Where can I get stamps?,আমি স্ট্যাম্প কোথা থেকে পাব?
Would you like to come?,তুমি কি আসতে চাও?
You may use my new car.,তুমি আমার নতুন গাড়িটা ব্যবহার করতে পারো।
You should know better.,তুমিই ভালো করে জানো।
All three have resigned.,তিনজনেই পদত্যাগ করেছেন।
Ask me again in October.,আমাকে আবার অক্টোবরে জিজ্ঞাসা করবেন।
Can I take a look at it?,আমি কি এটা একটু দেখেতে পারি?
Do you still read books?,তুমি কি এখনো বই পড়ো?
Do you want fruit juice?,তুমি কি ফলের রস খেতে চাও?
Does Tom live in Boston?,টম কি বস্টনে থাকে?
Don't forget the ticket.,টিকিটটি ভুলে যাবেন না।
Don't go in the kitchen.,রান্নাঘরে যেও না।
Don't let it get soiled.,এটাকে নোংরা হতে দিও না।
Everybody's ready to go.,সবাই যাওয়ার জন্য তৈরি।
Everyone looked unhappy.,সবাইকে অখুশি দেখাচ্ছিলো।
Everything's negotiable.,সবকিছুই আলোচনাসূত্রে মীমাংসাযোগ্য।
"Good morning, everybody.",সবাইকে সুপ্রভাত।
Have I arrived too late?,আমি কি একটু বেশীই দেরি করে ফেলেছি?
Have you ever done that?,তুমি কখনো সেটা করেছো?
He neglects his studies.,সে পড়াশুনায় অবহেলা করে।
Here is my phone number.,এই হোল আমার ফোন নাম্বার।
How do you keep so calm?,তুমি কি করে এতো শান্ত থাকতে পার?
How far is it from here?,ওটা এখান থেকে কতটা দূরে?
How much does that cost?,ওটার দাম কত?
How much does this cost?,এর দাম কত?
How much will I receive?,আমি কতো পাবো?
How old is the universe?,মহাবিশ্বের বয়স কত?
I am eighteen years old.,আমার বয়স আঠারো বছর।
"I am your friend, right?","আমি তোমার বন্ধু, তাইতো?"
I can only speak French.,আমি খালি ফরাসি ভাষায় কথা বলতে পারি।
